brief_name,eng_name,name
-1,-1,CÔNG TY CỔ PHẦN ĐẦU TƯ THIỆN TRUNG
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN CÂY GIỐNG TRẦN BÍNH
-1,-1,CÔNG TY TNHH KINH DOANH THÉP VÀ VẬT TƯ TỔNG HỢP
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ TRƯỜNG HẢI VÂN
HAI VAN COMPUTER TECHNOLOGY LIMITED COMPANY,HAI VAN COMPUTER TECHNOLOGY LIMITED COMPANY,CÔNG TY TNHH CÔNG NGHỆ MÁY TÍNH HẢI VÂN
PHUOC DECOR CONSTRUCTION INVESTMENT COMPANY LIMITED,PHUOC DECOR CONSTRUCTION INVESTMENT COMPANY LIMITED,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG PHƯỚC DECOR
-1,TYRE PACIFIC (VIETNAM) COMPANY LIMITED,CÔNG TY TNHH TYRE PACIFIC (VIỆT NAM)
MBB TAM VIET COMPANY LIMITED,MBB TAM VIET COMPANY LIMITED,CÔNG TY TNHH MBB TAM VIỆT
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN TƯ VẤN THIẾT KẾ VÀ XÂY DỰNG A.R.P.R.O
"HOANG LE TECH CO.,JSC","HOANG LE TECH CO.,JSC",CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ HOÀNG LÊ
"SAMNIP TRADING CO.,LTD","SAMNIP TRADING CO.,LTD",CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI SAMNIP
ALIALI TRAINING AND EDUCATION DEVELOPMENT COMPANY LIMITED,ALIALI TRAINING AND EDUCATION DEVELOPMENT COMPANY LIMITED,CÔNG TY TNHH ĐÀO TẠO & PHÁT TRIỂN GIÁO DỤC ALIALI
"HA SON TRADIMEX.,LTD)","HA SON TRADIMEX.,LTD)",CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU HÀ SƠN
"PHUC THINH PRINTIN TRANDING CO., LTD","PHUC THINH PRINTIN TRANDING CO., LTD",CÔNG TY TNHH THƯƠNG MẠI & DỊCH VỤ IN PHÚC THỊNH
-1,PHONG PHU TM DV XNK COMPANY LIMITED,CÔNG TY TNHH TM DV XNK PHONG PHÚ
-1,-1,CÔNG TY TNHH THƯƠNG MẠI VINH PHÁT
-1,-1,CÔNG TY TNHH MTV NGỌC AN LS
ALPHA VIET NAM FURNITURE AND PRODUCTION TRADING COMPANY LIMI,ALPHA VIET NAM FURNITURE AND PRODUCTION TRADING COMPANY LIMI,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI VÀ NỘI THẤT ALPHA VIỆT NAM
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN THƯƠNG MẠI ĐỨC TIN
-1,ALIBA PAINT INTERNATIONAL COMPANY LIMITED,CÔNG TY TNHH ALIBA PAINT QUỐC TẾ
-1,PHUC HOANG GIA TRADING SERVICE COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ PHÚC HOÀNG GIA
"DONG NAM THIEN CO., LTD","DONG NAM THIEN CO., LTD",CÔNG TY TNHH ĐÔNG NAM THIÊN
LACASA,Vietnam Plastics And Packaging Production Joint Stock Company,Công Ty Cổ Phần Sản Xuất Nhựa Và Bao Bì Việt Nam
-1,-1,Công Ty TNHH Thương Mại Dịch Vụ Vận Tải An Song Thành
TAM LOC SINH COMPANY LIMITED,TAM LOC SINH COMPANY LIMITED,CÔNG TY TNHH TÂM LỘC SINH
"HENG PING (VIETNAM) CO., LTD","HENG PING (VIETNAM) CO., LTD",CÔNG TY TNHH HENG PING
CÔNG TY TNHH VIỄN ĐÔNG SÀI GÒN,VIEN DONG SAI GON ONE MEMBER COMPANY LIMITED,CÔNG TY TNHH MỘT THÀNH VIÊN VIỄN ĐÔNG SÀI GÒN
-1,-1,CÔNG TY TNHH HAI LÀ - CỬA HÀNG SỐ 1
"GIA HUY DVT CO,LTD","GIA HUY DVT CO,LTD",CÔNG TY TNHH THƯƠNG MẠI DV GIA HUY
-1,"HOA LONG CO., LTD",CÔNG TY TNHH MỘT THÀNH VIÊN HOA LONG
TASA,TASA ARCHITECTURE AND CONSTRUCTION COMPANY LIMITED,CÔNG TY TNHH KIẾN TRÚC VÀ XÂY DỰNG TASA
CÔNG TY TNHH MTV HỮU NGHĨA PHỐ NÚI,CÔNG TY TNHH MTV HỮU NGHĨA PHỐ NÚI,CÔNG TY TNHH MỘT THÀNH VIÊN HỮU NGHĨA PHỐ NÚI
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN SẢN XUẤT SƠN LÂM
CTY TNHH MTV NĂM VŨ,CTY TNHH MTV NĂM VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN NĂM VŨ
CÔNG TY TNHH XD-ĐT-TMDV BẢO NGỌC PHÁT,CÔNG TY TNHH XD-ĐT-TMDV BẢO NGỌC PHÁT,CÔNG TY TNHH XÂY DỰNG VÀ ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ BẢO NGỌC PHÁT
"VINHXUAN .,JSC","VINHXUAN .,JSC",CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VINH XUÂN
"COCHIN CO.,LTD","COCHIN CO.,LTD",CÔNG TY TNHH COCHIN
-1,"TANG THUAN THIEN CO.,LTD",CÔNG TY TNHH TĂNG THUẬN THIÊN
"DE MI PRODUCTION TRADING CO.,LTD","DE MI PRODUCTION TRADING CO.,LTD",CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI ĐÊ MI
"SAMI.,JSC",SAMI VIET NAM TECHNOLOGY JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN CÔNG NGHỆ SAMI VIỆT NAM
"TDC GLOBAL LOGISTICS CO., LTD",TDC GLOBAL LOGISTICS COMPANY LIMITED,CÔNG TY TNHH TDC GLOBAL LOGISTICS
-1,-1,Công Ty TNHH Ngọc Mai Bp
"PHUC ANH FOOD CO.,LTD","PHUC ANH FOOD CO.,LTD",CÔNG TY TNHH THỰC PHẨM PHÚC ANH
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN ĐIỀN SƠN HẢI
-1,-1,CÔNG TY TNHH VẬN TẢI DU LỊCH THÁI LƯƠNG
"MAXIM TECHNOLOGY VIET NAM CO.,LTD","MAXIM TECHNOLOGY VIET NAM CO.,LTD",CÔNG TY TNHH MAXIM TECHNOLOGY VIỆT NAM
-1,-1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẢN XUẤT PHẦN MỀM GIA ĐẶNG
CÔNG TY CP SX TM XNK YẾN SÀO ĐẢO VIỆT,CÔNG TY CP SX TM XNK YẾN SÀO ĐẢO VIỆT,CÔNG TY CỔ PHẦN SẢN XUẤT - THƯƠNG MẠI - XUẤT NHẬP KHẨU YẾN SÀO ĐẢO VIỆT
-1,-1,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI DTC
-1,-1,CÔNG TY TNHH XÂY DỰNG HOÀNG BẢO QUÂN
"CAU GIANH.,JSC","CAU GIANH.,JSC",CÔNG TY CỔ PHẦN XÂY DỰNG CẦU GIÀNH
QUOC ANH TRADING AND PRODUCTION COMPANY LIMITED,QUOC ANH TRADING AND PRODUCTION COMPANY LIMITED,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI QUỐC ANH
-1,-1,CÔNG TY TNHH KINH DOANH VÀ PHÂN PHỐI HÀNG TIÊU DÙNG HOÀNG LONG
"ANH TUAN TRASER TRANSIMPEX CO.,LTD","ANH TUAN TRASER TRANSIMPEX CO.,LTD",CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VẬN TẢI XUẤT NHẬP KHẨU ANH TUẤN
-1,-1,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ JNO
GOLD REACH ELECTRONICS VIETNAM COMPANY LIMITED,GOLD REACH ELECTRONICS VIETNAM COMPANY LIMITED,CÔNG TY TNHH GOLD REACH ELECTRONICS VIỆT NAM
PMRESEARCH VIETNAM LIMITED COMPANY,Pmresearch Vietnam Limited Company,Công Ty TNHH Pmresearch Việt Nam
"PMA COSMETIC PHARMACEUTICAL CO.,LTD",Pma Cosmetic Pharmaceutical Company Limited,Công Ty TNHH Dược Mỹ Phẩm Pma
"DOHOMEHD.,JSC","DOHOMEHD.,JSC",CÔNG TY CỔ PHẦN DOHOMEHD CƠ ĐIỆN
-1,-1,CÔNG TY TNHH MINH LINH AN GIANG
ANH PHUONG BEAUTY COMPANY LIMITED,ANH PHUONG BEAUTY COMPANY LIMITED,CÔNG TY TNHH ÁNH PHƯỢNG BEAUTY
"THT MAY CO.,LTD","THT MAY CO.,LTD",CÔNG TY TNHH MỘT THÀNH VIÊN MAY THT
-1,-1,CÔNG TY TNHH SA SA
CÔNG TY TNHH AN THỊNH PHÁT NGHI XUÂN,CÔNG TY TNHH AN THỊNH PHÁT NGHI XUÂN,CÔNG TY TNHH AN THỊNH PHÁT NGHI XUÂN
-1,-1,CÔNG TY TNHH HOÀNG THIÊN TRÚC
-1,-1,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG - THƯƠNG MẠI XUẤT NHẬP KHẨU HOÀNG KIM
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU SKY VIỆT,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU SKY VIỆT,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU SKY VIỆT
"QUY DUNG T.S CO.,LTD","QUY DUNG T.S CO.,LTD",CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI VÀ DỊCH VỤ QUY DUNG
VIET NHAT YOKO CONSULTANT AND SERVICES COMPANY LIMITED,VIET NHAT YOKO CONSULTANT AND SERVICES COMPANY LIMITED,CÔNG TY TNHH TƯ VẤN VÀ DỊCH VỤ VIỆT NHẬT YOKO
-1,TAN XUAN PRODUCTION TRADING SERVICE COMPANY LIMITED,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ TÂN XUÂN
VETBOX.VN CORP,VETBOX.VN CORP,CÔNG TY CỔ PHẦN VETBOX.VN
"CS WIND CO., LTD","CS WIND CO., LTD",CÔNG TY TNHH CS WIND TOWER
BLUE SEA COMMUNICATION ADVERTISING COMPANY LIMITED,BLUE SEA COMMUNICATION ADVERTISING COMPANY LIMITED,CÔNG TY TNHH QUẢNG CÁO TRUYỀN THÔNG BIỂN XANH
SYMBOL MEDIA,SYMBOL MEDIA,CÔNG TY TNHH TRUYỀN THÔNG BIỂU TƯỢNG
-1,-1,CÔNG TY TNHH TMDV PHẠM LÊ
VINASHIN TRADING - CONSTRUCTION JOINT STOCK COMPANY,VINASHIN TRADING - CONSTRUCTION JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN THƯƠNG MẠI XÂY DỰNG VINASHIN
-1,-1,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG THƯƠNG MẠI HƯNG THỊNH PHÁT
"THE HOME.,JSC",THE HOME VIET NAM FURNITURE JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN NỘI THẤT THE HOME VIỆT NAM
"DONG SAI GON GENERAL CO.,TLD",DONG SAI GON GENERAL COMPANY LIMITED,CÔNG TY TNHH TỔNG HỢP ĐÔNG SÀI GÒN
EVERCARE,EVERCARE,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM EVERCARE
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI- DỊCH VỤ- XÂY DỰNG NGUYỄN DŨNG
"VCI.,CORP","VCI.,CORP",CÔNG TY CỔ PHẦN XÂY DỰNG VÀ ĐẦU TƯ BẤT ĐỘNG SẢN VIỆT NAM
"VMAXX CO.,LTD",VMAXX INVESTMENT & TRADING COMPANY LIMITED,CÔNG TY TNHH ĐẦU TƯ & THƯƠNG MẠI VMAXX
-1,-1,CÔNG TY TNHH SINH HỌC CÔNG NGHỆ THUẦN VIỆT
-1,-1,CÔNG TY TNHH THÁI HÀ
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN XUẤT NHẬP KHẨU VẬN TẢI RỒNG VÀNG
-1,-1,CÔNG TY TNHH THẠCH THẢO GARDEN
"EVEREST BAT., JSC","EVEREST BAT., JSC",CÔNG TY CP KINH DOANH VÀ THƯƠNG MẠI EVEREST
-1,-1,CÔNG TY TNHH QUẠT CÔNG NGHIỆP TRƯỜNG THỊNH
LIENCO LTD,LIENCO LTD,CÔNG TY TNHH LIÊN CƠ
-1,"QUOC ANH QUAN CO.,LTD",CÔNG TY TNHH TRANG TRÍ NỘI THẤT QUỐC ANH QUÂN
-1,Công Ty TNHH Mtv Rượu - Nước Ép Hoa Quả Sơn Bắc Tây Nguyên,Công Ty TNHH Mtv Rượu - Nước Ép Hoa Quả Sơn Bắc Tây Nguyên
VIETNAM COMMUNICATION CULTURE COMPANY LIMITED,VIETNAM COMMUNICATION CULTURE COMPANY LIMITED,CÔNG TY TNHH VĂN HOÁ TRUYỀN THÔNG VIỆT NAM
-1,-1,CÔNG TY TNHH KWAN TAT VIỆT NAM
PHUONG DONG MACHENERY CONSTRUCTION EQUIPMENT COMPANY LIMITED,PHUONG DONG MACHENERY CONSTRUCTION EQUIPMENT COMPANY LIMITED,CÔNG TY TNHH MÁY THIẾT BỊ CÔNG TRÌNH PHƯƠNG ĐÔNG
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VẬN TẢI TRƯỜNG KHÔI,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VẬN TẢI TRƯỜNG KHÔI,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VẬN TẢI TRƯỜNG KHÔI
-1,-1,CÔNG TY TNHH XÂY DỰNG NHÔM KÍNH THÀNH LONG
-1,-1,CÔNG TY TNHH THƯƠNG MẠI TẤN PHÁT ĐẮK LẮK
"DONG DUONG APPLIED ARTS., JSC","DONG DUONG APPLIED ARTS., JSC",CÔNG TY CỔ PHẦN MY THUÂÊT ƯNG DUÊNG ĐÔNG DƯƠNG
-1,-1,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ HẢI SƠN
MTH VIET NAM COMPANY LIMITED,MTH VIET NAM COMPANY LIMITED,CÔNG TY TNHH MTH VIỆT NAM
"DUC BAO AN CO.,LTD","DUC BAO AN CO.,LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ ĐỨC BẢO AN
-1,-1,CÔNG TY TNHH TÂM VINH HOA 36
CÔNG TY THẨM ĐỊNH GIÁ AN KHANG,CÔNG TY THẨM ĐỊNH GIÁ AN KHANG,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN THẨM ĐỊNH GIÁ AN KHANG
-1,NHAN HOI SINH ONE MEMBER COMPANY LIMITED,CÔNG TY TNHH MTV NHÂN HỒI SINH
-1,-1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VIỆT THẮNG ĐẮK LẮK
CTY TNHH DỪA MINH NHÂN,CTY TNHH DỪA MINH NHÂN,CÔNG TY TNHH DỪA MINH NHÂN
WCCVL,WIPRO CONSUMER CARE VIETNAM COMPANY LIMITED,CÔNG TY TRÁCH NHIỆM HỮU HẠN WIPRO CONSUMER CARE VIỆT NAM
-1,-1,CÔNG TY TNHH ATH
VAN PHUC JSC,VAN PHUC JSC,CÔNG TY CỔ PHẦN VẠN PHÚC
CTY TNHH MTV VŨ HOÀN KHẢI,CTY TNHH MTV VŨ HOÀN KHẢI,CÔNG TY TNHH MỘT THÀNH VIÊN VŨ HOÀN KHẢI
"WAKANDA CO.,LTD","WAKANDA CO.,LTD",CÔNG TY TNHH WAKANDA
"NORTHERN AGRICULTURAL MATERIALS.,JSC",NORTHERN AGRICULTURAL MATERIALS JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN VẬT TƯ NÔNG NGHIỆP MIỀN BẮC
SHOPPING VINA COMPANY LIMITED,Shopping Vina Company Limited,Công Ty TNHH Shopping Vina
"NA LI CO.,LTD",NA LI COMPANY LIMITED,CÔNG TY TNHH NA LI
-1,-1,CÔNG TY TNHH THIẾT BỊ NGÂN HÀNG GRG
-1,-1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU NEWFASHION
-1,-1,CÔNG TY TNHH TƯ VẤN XÂY DỰNG NHÂN PHÁT
-1,-1,CÔNG TY TNHH TM DV VT BÌNH QUÝ
"DO BA INVEST CO.,LTD","Do Ba Investment, Trading And Construction Company Limited","Công Ty TNHH Đầu Tư, Thương Mại Và Xây Dựng Đỗ Bá"
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN KIM DIỄM CHI NHÁNH 1
VAN PHUC TRADING AND EQUIPMENT COMPANY LIMITED,VAN PHUC TRADING AND EQUIPMENT COMPANY LIMITED,CÔNG TY TNHH THIẾT BỊ VÀ THƯƠNG MẠI VÂN PHÚC
BNH TECHNOLOGY,BNH TECHNOLOGY,CÔNG TY CỔ PHẦN CÔNG NGHỆ BNH VIỆT NAM
-1,-1,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN CỎ NGỌT MIỀN NAM
-1,-1,CÔNG TY CỔ PHẦN XÂY DỰNG CÔNG NGHỆ CAO VÀ PHÁT TRIỂN SÔNG HỒNG
TUYEN LE GENERAL SERVICES TRADING COMPANY LIMITED,TUYEN LE GENERAL SERVICES TRADING COMPANY LIMITED,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ TỔNG HỢP TUYỀN LÊ
-1,-1,CÔNG TY TNHH TƯ VẤN ĐẦU TƯ DỊCH VỤ KẾ TOÁN HOÀNG KIM YẾN PHỤNG
"AN PHAT ELECTRIC CO., LTD","AN PHAT ELECTRIC CO., LTD",CÔNG TY TNHH KHKT PHƯƠNG ANH
-1,-1,CÔNG TY TNHH MẠNH TIẾN DŨNG
CÔNG TY TNHH TÂY ÁNH DƯƠNG,CÔNG TY TNHH TÂY ÁNH DƯƠNG,CÔNG TY TNHH TÂY ÁNH DƯƠNG
-1,-1,Công Ty TNHH Xuất Nhập Khẩu Ứng Dụng Công Nghệ Toàn Cầu
-1,-1,CÔNG TY TNHH KINH DOANH VÀNG HƯNG HIỆP HƯNG
-1,-1,CÔNG TY TNHH THÚ Y HƯNG HÀ
CTY TNHH XD-TM TRẦN THỊNH K G,CTY TNHH XD-TM TRẦN THỊNH K G,CÔNG TY TNHH MỘT THÀNH VIÊN XÂY DỰNG THƯƠNG MẠI TRẦN THỊNH K G
"VN INVEST C&C., JSC","VN INVEST C&C., JSC",CÔNG TY CỔ PHẦN PHÁT TRIỂN THƯƠNG MẠI & TƯ VẤN ĐẦU TƯ VIỆT NAM
-1,-1,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ CƠ ĐIỆN TRUNG NGUYỄN
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI XUẤT NHẬP KHẨU NAM ĐÔ
-1,"MAI TRUC PHUONG CO.,LTD",CÔNG TY TNHH MỘT THÀNH VIÊN XÂY DỰNG MAI TRÚC PHƯƠNG
GTHG,GTHG,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIẢI TRÍ HOÀNG GIA PHÁT
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN HP
-1,-1,CÔNG TY TNHH MTV NÔNG LÂM NGHIỆP ĐỨC NGA
VINMED MEDICAL JSC,VINMED MEDICAL JSC,CÔNG TY CỔ PHẦN VẬT TƯ THIẾT BỊ Y TẾ - CÔNG NGHIỆP VINMED
"BAC GIANG ERM CO., LTD","BAC GIANG ERM CO., LTD",CÔNG TY TNHH QUẢN LÝ HỒ SƠ ĐIỆN TỬ BẮC GIANG
-1,-1,CÔNG TY TNHH ĐIỆN TỬ - CÔNG NGHỆ AN CƯ
BOSS VINA SECURITY SERVICE JOINT STOCK COMPANY,BOSS VINA SECURITY SERVICE JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN DỊCH VỤ BẢO VỆ BOSS VINA
"TIN VIET MEDICAL EQUIPMENT CO.,LTD","TIN VIET MEDICAL EQUIPMENT CO.,LTD",CÔNG TY TNHH THIẾT BỊ Y TẾ TÍN VIỆT
-1,-1,CÔNG TY TNHH THIẾT KẾ TÀU THUỶ
QUANG THINH TRADING AND INVESTMENT CONSTRUCTION JOINT STOCK,QUANG THINH TRADING AND INVESTMENT CONSTRUCTION JOINT STOCK,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI QUẢNG THỊNH
-1,"TRUONG TUAN TAI CO., LTD",CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI XUẤT NHẬP KHẨU TRƯƠNG TUẤN TÀI
TẬP ĐOÀN QUỐC GIA VND,TAP DOAN QUOC GIA VND,CÔNG TY TNHH TẬP ĐOÀN QUỐC GIA VND
-1,-1,CÔNG TY TNHH THƯƠNG MẠI HUỆ CƯ
-1,-1,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG NHÀ HÀ NỘI
"SAPPHIRE LTD., CO","SAPPHIRE LTD., CO",CÔNG TY TNHH NGỌC XANH P Q
TOAN VI TRADE AND SERVICE COMPANY LIMITED,TOAN VI TRADE AND SERVICE COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ TOÀN VỊ
"THANG THAI VINH CO.,LTD","THANG THAI VINH CO.,LTD",CÔNG TY TNHH THẮNG THÁI VINH
"LETHACO, LTD","LETHACO, LTD",CÔNG TY TNHH THƯƠNG MẠI - XÂY DỰNG LÊ THÀNH
"OSK-TMQ VIETNAM CO., LTD","OSK-TMQ VIETNAM CO., LTD",CÔNG TY TNHH THƯƠNG MẠI & DỊCH VỤ OSK-TMQ VIỆT NAM
-1,-1,CÔNG TY TNHH XÂY DỰNG NỘI THẤT IN QUẢNG CÁO TIẾN ĐỨC
-1,-1,CÔNG TY TNHH CƠ KHÍ LẮP MÁY MINH HIẾU
VIETAN JOINT STOCK COMPANY,VIETAN JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN VIỆT AN
-1,-1,CÔNG TY TNHH SẢN XUẤT PHÚC KHANG PHÁT
CÔNG TY TNHH THỦY SẢN PHÚ THỌ,CÔNG TY TNHH THỦY SẢN PHÚ THỌ,CÔNG TY TRÁCH NHIỆM HỮU HẠN SẢN XUẤT THƯƠNG MẠI DỊCH VỤ THỦY SẢN PHÚ THỌ
-1,-1,CÔNG TY CỔ PHẦN ĐẦU TƯ SCC (NT)
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN TÂN HUYỀN MINH,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN TÂN HUYỀN MINH,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN TÂN HUYỀN MINH
"PRUKSA VIETNAM CO., LTD","PRUKSA VIETNAM CO., LTD",CÔNG TY TRÁCH NHIỆM HỮU HẠN PRUKSA VIỆT NAM
THIEN BAO PHAT INVESTMENT COMPANY LIMITED,THIEN BAO PHAT INVESTMENT COMPANY LIMITED,CÔNG TY TNHH ĐẦU TƯ THIÊN BẢO PHÁT
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN XÂY DỰNG BẢO KHANG CÀ MAU
-1,-1,CÔNG TY CỔ PHẦN XÂY DỰNG THƯƠNG MẠI - VẬN TẢI THIÊN NGA
-1,-1,CÔNG TY TNHH ĐẦU TƯ PHONG
-1,-1,CÔNG TY TNHH XÂY DỰNG - THƯƠNG MẠI - VẬN TẢI NGUYÊN BẢO
-1,-1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ THỊNH PHÁT LỘC
TRUONG GIA MEDIA EVENT ORGANIZATION AND COMMUNICATION COMPAN,TRUONG GIA MEDIA EVENT ORGANIZATION AND COMMUNICATION COMPAN,CÔNG TY TNHH TRUYỀN THÔNG VÀ TỔ CHỨC SỰ KIỆN TRƯƠNG GIA MEDIA
"DREAM HOME TRADING CO.,LTD","DREAM HOME TRADING CO.,LTD",CÔNG TY TNHH THƯƠNG MẠI DREAM HOME
MOC LAM GIA DEVELOPMENT INVESTMENT JOINT STOCK COMPANY,MOC LAM GIA DEVELOPMENT INVESTMENT JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN MỘC LÂM GIA
TAN BINH MINH GENERAL SERVICE AND PRODUCTION COMPANY LIMITED,TAN BINH MINH GENERAL SERVICE AND PRODUCTION COMPANY LIMITED,CÔNG TY TNHH SẢN XUẤT VÀ DỊCH VỤ TỔNG HỢP TÂN BÌNH MINH
-1,Kim Food Trading Company Limited,Công Ty TNHH Thương Mại Kim Food
"DESCON E&C CO., LTD",E&c Descon Company Limited,Công Ty TNHH Descon E&c
MERMAID TRADING COMPANY LTD,MERMAID TRADING COMPANY LTD,CÔNG TY TNHH THƯƠNG MẠI MERMAID
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN NHÀ TRỌ CHO THUÊ LƯU TRÚ NGUYỄN THỊ NGỌC CƯỜNG
"DAVATRA.,JSC","DAVATRA.,JSC",CÔNG TY CỔ PHẦN THƯƠNG MẠI DA VÀNG
DAT PHAT SERVICE & TRADING BUSINESS COMPANY LIMITED,DAT PHAT SERVICE & TRADING BUSINESS COMPANY LIMITED,CÔNG TY TNHH KINH DOANH THƯƠNG MẠI & DỊCH VỤ ĐẠT PHÁT
-1,-1,CÔNG TY TNHH ĐẦU TƯ BỐN SÁU
-1,ROYAL LEE VIETNAM COMPANY LIMITED,CÔNG TY TNHH ROYAL LEE VIỆT NAM
CÔNG TY BẢO HIỂM NHÂN THỌ BẮC GIANG,CÔNG TY BẢO HIỂM NHÂN THỌ BẮC GIANG,CÔNG TY BẢO HIỂM NHÂN THỌ BẮC GIANG
-1,-1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẮT THÉP HIỆP PHÁT
CÔNG TY TNHH MTV CUNG CẤP VÁN GỖ SÀI GÒN,CÔNG TY TNHH MTV CUNG CẤP VÁN GỖ SÀI GÒN,CÔNG TY TNHH MỘT THÀNH VIÊN CUNG CẤP VÁN GỖ SÀI GÒN
"NHAT BUU CO.,LTD","NHAT BUU CO.,LTD",CÔNG TY TNHH NHẤT BỬU FOOD
"PHUC AN SUPPLY CO.,LTD","PHUC AN SUPPLY CO.,LTD",CÔNG TY TNHH PHÚC AN SUPPLY
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN NAM SƠN
"QUOC HUNG MACHINERY MANUFACTURING CO.,LTD)","QUOC HUNG MACHINERY MANUFACTURING CO.,LTD)",CÔNG TY TNHH CHẾ TẠO MÁY QUỐC HƯNG
CTY CP TV GP KD KNK,CTY CP TV GP KD KNK,CÔNG TY CỔ PHẦN TƯ VẤN GIẢI PHÁP KINH DOANH KNK
"HUONG NAM CO.,LTD","HUONG NAM CO.,LTD",CÔNG TY TNHH HƯƠNG NAM
-1,-1,CÔNG TY CỔ PHẦN DỊCH VỤ BẢO VỆ LONG THỊNH
-1,-1,CÔNG TY TNHH MTV PHÚC LỘC THỊNH
DHT IN,DHT IN,CÔNG TY CỔ PHẦN ĐẦU TƯ DHT
-1,-1,CÔNG TY TNHH PHÁT TRIỂN NHÀ THƯỜNG TÍN
-1,-1,CÔNG TY TNHH XÂY DỰNG VINH MỸ
